County,State,Country
Waukesha,Wisconsin,USA
Waupaca,Wisconsin,USA
Waushara,Wisconsin,USA
Winnebago,Wisconsin,USA
Wood,Wisconsin,USA
Albany,Wyoming,USA
Big Horn,Wyoming,USA
Campbell,Wyoming,USA
Carbon,Wyoming,USA
Converse,Wyoming,USA
Crook,Wyoming,USA
Fremont,Wyoming,USA
Goshen,Wyoming,USA
Hot Springs,Wyoming,USA
Johnson,Wyoming,USA
Laramie,Wyoming,USA
Lincoln,Wyoming,USA
Natrona,Wyoming,USA
Niobrara,Wyoming,USA
Park,Wyoming,USA
Platte,Wyoming,USA
Sheridan,Wyoming,USA
Sublette,Wyoming,USA
Sweetwater,Wyoming,USA
Teton,Wyoming,USA
Uinta,Wyoming,USA
Washakie,Wyoming,USA
,Maharashtra,India
,Tamil Nadu,India
,Andhra Pradesh,India
,Karnataka,India
,Delhi,India
,Uttar Pradesh,India
,West Bengal,India
,Bihar,India
,Telangana,India
,Gujarat,India
,Assam,India
,Rajasthan,India
,Odisha,India
,Haryana,India
,Madhya Pradesh,India
,Kerala,India
,Punjab,India
,Jharkhand,India
,Chhattisgarh,India
,Uttarakhand,India
,Goa,India
,Tripura,India
,Puducherry,India
,Manipur,India
,Himachal Pradesh,India
,Nagaland,India
,Arunachal Pradesh,India
,Andaman and Nicobar Islands,India
,Chandigarh,India
,Dadra and Nagar Haveli,India
,Meghalaya,India
,Sikkim,India
,Mizoram,India
,Lakshadweep,India
,British Columbia,Canada
,Alberta,Canada
,Saskatchewan,Canada
,Manitoba,Canada
,Ontario,Canada
,Quebec,Canada
,Newfoundland,Canada
,New Brunswick,Canada
,Nova Scotia,Canada
,Prince Edward Island,Canada
,Yukon,Canada
,Northwest Territories,Canada
,Nunavut,Canada
,Repatriated travellers,Canada
,Macedonia East and Thrace,Greece
,Macedonia Central,Greece
,Epirus,Greece
,Thessaly,Greece
,Ionian Islands,Greece
,Greece West,Greece
,Greece Central,Greece
,Attica,Greece
,Peloponnese,Greece
,Aegean North,Greece
,Aegean South,Greece
,Crete,Greece
,Macedonia West,Greece
,Without permanent residency in Greece,Greece
,Mount Athos,Greece
,Under Investigation,Greece
,Bogota,Colombia
,Antioquia,Colombia
,Atlantico,Colombia
,Valle del Cauca,Colombia
,Bolivar,Colombia
,Cundinamarca,Colombia
,Cordoba,Colombia
,Santander,Colombia
,Narino,Colombia
,Magdalena,Colombia
,Sucre,Colombia
,Norde de Santander,Colombia
,Cesar,Colombia
,Meta,Colombia
,Tolima,Colombia
,Caqueta,Colombia
,Risaralda,Colombia
,La Guajira,Colombia
,Cauca,Colombia
,Huila,Colombia
,Choco,Colombia
,Boyaca,Colombia
,Amazonas,Colombia
,Putumayo,Colombia
,Caldas,Colombia
,Quindio,Colombia
,Casanare,Colombia
,Arauca,Colombia
,Guaviare,Colombia
,Vaupes,Colombia
,San Andres y Providencia,Colombia
,Guainia,Colombia
,Vichada,Colombia
,Buenos Aires - Capital Federal,Argentina
,Buenos Aires City,Argentina
,Jujuy,Argentina
,Cordoba,Argentina
,Mendoza,Argentina
,Santa Fe,Argentina
,Chaco,Argentina
,Rio Negro,Argentina
,Neuquen,Argentina
,Entre Rios,Argentina
,Salta,Argentina
,Tierra del Fuego,Argentina
,Santa Cruz,Argentina
,La Rioja,Argentina
,Tucuman,Argentina
,Santiago del Estero,Argentina
,Chubut,Argentina
,Corrientes,Argentina
,La Pampa,Argentina
,San Juan,Argentina
,Formosa,Argentina
,Catamarca,Argentina
,Misiones,Argentina
,San Luis,Argentina
,Vienna,Austria
,Upper Austria,Austria
,Tyrol,Austria
,Lower Austria,Austria
,Styria,Austria
,Salzburg,Austria
,Vorarlberg,Austria
,Carinthia,Austria
,Burgenland,Austria
,Flanders,Belgium
,Walloon Brabant,Belgium
,Brussels,Belgium
,São Paulo,Brazil
,Bahia,Brazil
,Rio de Janeiro,Brazil
,Ceará,Brazil
,Minas Gerais,Brazil
,Pará,Brazil
,Distrito Federal,Brazil
,Maranhão,Brazil
,Santa Catarina,Brazil
,Pernambuco,Brazil
,Paraná,Brazil
,Goiás,Brazil
,Amazonas,Brazil
,Rio Grande do Sul,Brazil
,Espírito Santo,Brazil
,Paraíba,Brazil
,Mato Grosso,Brazil
,Alagoas,Brazil
,Piauí,Brazil
,Sergipe,Brazil
,Rio Grande do Norte,Brazil
,Rondônia,Brazil
,Tocantins,Brazil
,Mato Grosso do Sul,Brazil
,Roraima,Brazil
,Amapá,Brazil
,Acre,Brazil
,Region Metropolitana,Chile
,Valparaiso,Chile
,Antofagasta,Chile
,Biobío,Chile
,Libertador General Bernardo O'Higgins,Chile
,Maule,Chile
,Tarapaca,Chile
,Coquimbo,Chile
,Arica y Parinacota,Chile
,Los Lagos,Chile
,Atacama,Chile
,Araucania,Chile
,Ñuble,Chile
,Magallanes y de la Antarctica,Chile
,Los Rios,Chile
,Aysén,Chile
,North Rhine-Westphalia,Germany
,Bavaria,Germany
,Baden-Wurttemberg,Germany
,Lower Saxony,Germany
,Hesse,Germany
,Berlin,Germany
,Rhineland-Palatinate,Germany
,Hamburg,Germany
,Saxony,Germany
,Schleswig-Holstein,Germany
,Brandenburg,Germany
,Thuringia,Germany
,Saarland,Germany
,Saxony-Anhalt,Germany
,Bremen,Germany
,Mecklenburg-Western Pomerania,Germany
,Lombardy,Italy
,Piedmont,Italy
,Emilia-Romagna,Italy
,Veneto,Italy
,Tuscany,Italy
,Liguria,Italy
,Lazio,Italy
,Marche,Italy
,Campania,Italy
,Apulia,Italy
,Sicily,Italy
,Abruzzo,Italy
,Friuli-Venezia Giulia,Italy
,Sardinia,Italy
,Umbria,Italy
,Calabria,Italy
,Valle d'aosta,Italy
,Basilicata,Italy
,Molise,Italy
,Ciudad de Mexico,Mexico
,Mexico,Mexico
,Guanajuato,Mexico
,Tabasco,Mexico
,Veracruz,Mexico
,Nuevo Leon,Mexico
,Puebla,Mexico
,Tamaulipas,Mexico
,Sonora,Mexico
,Coahuila,Mexico
,Jalisco,Mexico
,San Luis Potosi,Mexico
,Baja California,Mexico
,Sinaloa,Mexico
,Guerrero,Mexico
,Michoacan,Mexico
,Yucatan,Mexico
,Oaxaca,Mexico
,Quintana Roo,Mexico
,Hidalgo,Mexico
,Chihuahua,Mexico
,Baja California Sur,Mexico
,Chiapas,Mexico
,Tlaxcala,Mexico
,Durango,Mexico
,Queretaro,Mexico
,Campeche,Mexico
,Aguascalientes,Mexico
,Morelos,Mexico
,Nayarit,Mexico
,Zacatecas,Mexico
,Colima,Mexico
,Lima,Peru
,Arequipa,Peru
,Piura,Peru
,Callao,Peru
,Lambayeque,Peru
,La Libertad,Peru
,Ica,Peru
,Ancash,Peru
,Loreto,Peru
,Cajamarca,Peru
,Junin,Peru
,Ucayali,Peru
,San Martin,Peru
,Cusco,Peru
,Huanuco,Peru
,Amazonas,Peru
,Moquegua,Peru
,Puno,Peru
,Tacna,Peru
,Ayacucho,Peru
,Tumbes,Peru
,Madre de Dios,Peru
,Huancavelica,Peru
,Pasco,Peru
,Lisboa,Portugal
,Norte,Portugal
,Centro Portugal,Portugal
,Faro,Portugal
,Alentejo,Portugal
,Azores,Portugal
,Madeira,Portugal
,Makkah al Mukarramah,Saudi Arabia
,Ash Sharqiyah,Saudi Arabia
,Ar Riyad,Saudi Arabia
,'Asir,Saudi Arabia
,Al Madinah al Munawwarah,Saudi Arabia
,Al Qasim,Saudi Arabia
,Jazan,Saudi Arabia
,Ha'il,Saudi Arabia
,Najran,Saudi Arabia
,Tabuk,Saudi Arabia
,Al Bahah,Saudi Arabia
,Al Hudud Ash Shamaliyah,Saudi Arabia
,Al Jawf,Saudi Arabia
,Daegu,South Korea
,Seoul,South Korea
,Gyeonggi-do,South Korea
,Gyeongsangbuk-do,South Korea
,Incheon,South Korea
,Gwangju,South Korea
,Chungcheongnam-do,South Korea
,Busan,South Korea
,Daejeon,South Korea
,Gyeongsangnam-do,South Korea
,Gangwon-do,South Korea
,Chungcheongbuk-do,South Korea
,Jeollanam-do,South Korea
,Ulsan,South Korea
,Jeollabuk-do,South Korea
,Sejong,South Korea
,Jeju-do,South Korea
,Stockholm,Sweden
,Vastra Gotaland,Sweden
,Jonkoping,Sweden
,Skane,Sweden
,Uppsala,Sweden
,Ostergotland,Sweden
,Gavleborg,Sweden
,Vastmanland,Sweden
,Orebro,Sweden
,Sodermanland,Sweden
,Dalarna,Sweden
,Vasternorrland,Sweden
,Halland,Sweden
,Norrbotten,Sweden
,Kronoberg,Sweden
,Jamtland,Sweden
,Varmland,Sweden
,Vasterbotten,Sweden
,Kalmar,Sweden
,Blekinge,Sweden
,Gotland,Sweden
,Geneve,Switzerland
,Vaud,Switzerland
,Zurich,Switzerland
,Ticino,Switzerland
,Bern,Switzerland
,Valais,Switzerland
,Aargau,Switzerland
,Fribourg,Switzerland
,Saint Gallen,Switzerland
,Basel-Stadt,Switzerland
,Lucerne,Switzerland
,Graubunden,Switzerland
,Basel-Landschaft,Switzerland
,Neuchatel,Switzerland
,Solothurn,Switzerland
,Thurgovia,Switzerland
,Schwyz,Switzerland
,Zug,Switzerland
,Jura,Switzerland
,Glarus,Switzerland
,Schaffhausen,Switzerland
,Nidwalden,Switzerland
,Uri,Switzerland
,Appenzell Outer Rhodes,Switzerland
,Obwalden,Switzerland
,Appenzell Inner Rhodes,Switzerland
,Trentino-Alto Adige,Italy
,Jammu & Kashmir,India
,Hubei,Mainland China
,Guangdong,Mainland China
,Henan,Mainland China
,Zhejiang,Mainland China
,Hunan,Mainland China
,Anhui,Mainland China
,Heilongjiang,Mainland China
,Jiangxi,Mainland China
,Beijing,Mainland China
,Shandong,Mainland China
,Shanghai,Mainland China
,Jiangsu,Mainland China
,Sichuan,Mainland China
,Chongqing,Mainland China
,Fujian,Mainland China
,Hebei,Mainland China
,Shaanxi,Mainland China
,Guangxi,Mainland China
,Xinjiang Uygur,Mainland China
,Nei Mongol,Mainland China
,Tianjin,Mainland China
,Liaoning,Mainland China
,Shanxi,Mainland China
,Yunnan,Mainland China
,Hainan,Mainland China
,Gansu,Mainland China
,Jilin,Mainland China
,Guizhou,Mainland China
,Ningxia,Mainland China
,Qinghai,Mainland China
,Xizang,Mainland China
,California,USA
,Florida,USA
,Texas,USA
,New York,USA
,Georgia,USA
,Illinois,USA
,Arizona,USA
,New Jersey,USA
,North Carolina,USA
,Tennessee,USA
,Louisiana,USA
,Pennsylvania,USA
,Massachusetts,USA
,Alabama,USA
,Ohio,USA
,Virginia,USA
,South Carolina,USA
,Michigan,USA
,Maryland,USA
,Indiana,USA
,Mississippi,USA
,Missouri,USA
,Washington,USA
,Wisconsin,USA
,Minnesota,USA
,Nevada,USA
,Arkansas,USA
,Iowa,USA
,Colorado,USA
,Oklahoma,USA
,US Military,USA
,Connecticut,USA
,Veteran Affair,USA
,Utah,USA
,Kentucky,USA
,Kansas,USA
,Nebraska,USA
,Puerto Rico,USA
,Idaho,USA
,Oregon,USA
,New Mexico,USA
,Rhode Island,USA
,Delaware,USA
,District of Columbia,USA
,Federal Bureau of Prisons,USA
,South Dakota,USA
,North Dakota,USA
,Navajo Nation,USA
,West Virginia,USA
,New Hampshire,USA
,Hawaii,USA
,Montana,USA
,Alaska,USA
,Maine,USA
,Wyoming,USA
,Vermont,USA
,United States Virgin Islands,USA
,Guam,USA
,Grand Princess,USA
,Diamond Princess,USA
,Northern Mariana Islands,USA
,Wuhan Evacuee,USA
,,Brazil
,,Russia
,,South Africa
,,Peru
,,Mexico
,,Colombia
,,Spain
,,Chile
,,Iran
,,Argentina
,,United Kingdom
,,Saudi Arabia
,,Bangladesh
,,Pakistan
,,Turkey
,,Italy
,,France
,,Germany
,,Iraq
,,Philippines
,,Indonesia
,,Qatar
,,Bolivia
,,Ukraine
,,Ecuador
,,Israel
,,Kazakhstan
,,Egypt
,,Dominican Republic
,,Panama
,,Sweden
,,Oman
,,Belgium
,,Kuwait
,,Romania
,,Belarus
,,Guatemala
,,United Arab Emirates
,,Netherlands
,,Japan
,,Poland
,,Singapore
,,Portugal
,,Honduras
,,Morocco
,,Nigeria
,,Bahrain
,,Ghana
,,Kyrgyzstan
,,Armenia
,,Algeria
,,Ethiopia
,,Switzerland
,,Uzbekistan
,,Venezuela
,,Afghanistan
,,Azerbaijan
,,Costa Rica
,,Nepal
,,Moldova
,,Kenya
,,Serbia
,,Ireland
,,Austria
,,Australia
,,El Salvador
,,Czech Republic
,,Palestine
,,Cameroon
,,South Korea
,,Bosnia and Herzegovina
,,Cote d'Ivoire
,,Denmark
,,Bulgaria
,,Madagascar
,,North Macedonia
,,Paraguay
,,Senegal
,,Sudan
,,Lebanon
,,Kosovo
,,Zambia
,,Libya
,,Norway
,,Democratic Republic of the Congo
,,Malaysia
,,Guinea
,,Albania
,,Gabon
,,Tajikistan
,,Croatia
,,Haiti
,,Finland
,,Luxembourg
,,Maldives
,,Mauritania
,,Namibia
,,Zimbabwe
,,Malawi
,,Djibouti
,,Hungary
,,Equatorial Guinea
,,Central African Republic
,,Hong Kong
,,Nicaragua
,,Montenegro
,,eSwatini
,,Republic of the Congo
,,Suriname
,,Cuba
,,Thailand
,,Somalia
,,Cabo Verde
,,Mozambique
,,Sri Lanka
,,Slovakia
,,Lithuania
,,Slovenia
,,Mali
,,Gambia
,,Rwanda
,,South Sudan
,,Tunisia
,,Estonia
,,Syria
,,Angola
,,Guinea-Bissau
,,Iceland
,,Benin
,,Sierra Leone
,,Yemen
,,Bahamas
,,Aruba
,,Uganda
,,Uruguay
,,Jordan
,,Malta
,,Jamaica
,,Cyprus
,,Georgia
,,New Zealand
,,Latvia
,,Burkina Faso
,,Liberia
,,Togo
,,Niger
,,Trinidad and Tobago
,,Andorra
,,Guyana
,,Vietnam
,,Lesotho
,,Chad
,,São Tomé and Príncipe
,,Belize
,,San Marino
,,Taiwan
,,Myanmar
,,Burundi
,,Comoros
,,Faroe Islands
,,Sint Maarten
,,Papua New Guinea
,,Turks and Caicos Islands
,,Botswana
,,Jersey
,,Mauritius
,,Isle of Man
,,Eritrea
,,French Polynesia
,,Mongolia
,,Cambodia
,,Guernsey
,,Gibraltar
,,Cayman Islands
,,Bermuda
,,Barbados
,,Bhutan
,,Monaco
,,Brunei
,,Seychelles
,,Liechtenstein
,,Antigua and Barbuda
,,Saint Vincent and the Grenadines
,,Curacao
,,Macau
,,Fiji
,,Timor-Leste
,,Saint Lucia
,,Grenada
,,New Caledonia
,,Laos
,,Dominica
,,Saint Kitts and Nevis
,,Greenland
,,Falkland Islands (Islas Malvinas)
,,Montserrat
,,Vatican City
,,British Virgin Islands
,,Saint Pierre and Miquelon
,,Anguilla
,,French Guiana
,,Guadeloupe
,,Martinique
,,Mayotte
,,Saint Barthelemy
,,Saint Martin
,,Reunion
,,Tanzania
,,India
,,Canada
,,Greece
